EmpId,ProjectID,DateFrom,DateTo
1961,10,11-10-18,04-05-22
1962,10,25-06-23,25-07-23
1963,10,14-09-20,31-08-21
1964,10,20-12-22,11-03-23
1965,10,23-02-22,
1966,10,31-05-19,
1967,10,29-01-19,
1968,10,01-09-19,
1969,10,17-01-21,08-06-21
1970,10,21-04-22,21-04-22
1971,10,15-09-18,14-07-23
1972,10,04-12-21,07-01-22
1973,10,14-11-19,
1974,10,14-04-21,
1975,10,14-04-19,
1976,10,09-01-21,
1977,10,26-12-22,04-07-23
1978,10,05-10-21,02-07-23
1979,10,25-09-22,27-03-23
1980,10,10-11-21,
1981,10,08-04-21,16-07-23
1982,10,14-11-18,
1983,10,14-03-20,22-10-22
1984,10,24-06-20,
1985,10,19-03-23,04-04-23
1986,10,15-08-22,
1987,10,09-11-18,
1988,10,23-11-18,19-08-19
1989,10,25-02-20,
1990,10,16-05-20,18-05-22
1991,10,18-06-19,05-07-23
1992,10,20-05-19,30-03-21
1993,10,16-10-20,12-02-21
1994,10,01-07-22,03-11-22
1995,10,17-12-22,
1996,10,24-10-21,21-11-21
1997,10,28-02-19,11-10-19
1998,10,24-03-22,
1999,10,17-10-21,12-11-22
2000,10,13-05-22,12-09-22
2001,10,09-10-19,06-01-23
2002,10,12-10-18,21-07-23
2003,10,13-04-20,28-11-22
2004,10,25-04-21,
2005,10,21-12-18,16-11-22
2006,10,19-09-21,
2007,10,15-12-20,
2008,10,15-07-19,13-01-20
2009,10,17-11-21,
2010,10,04-02-23,24-06-23
2011,10,03-07-22,12-07-22
2012,10,24-01-20,14-09-22
2013,10,07-07-19,27-03-21
2014,10,13-03-22,
2015,10,02-06-23,
2016,10,08-04-21,
2017,10,02-12-19,
2018,10,09-03-22,18-05-23
2019,10,26-03-22,
2020,10,08-05-21,05-08-22
2021,10,29-11-22,
2022,10,24-05-19,
2023,10,29-01-22,23-04-22
2024,10,06-07-21,14-03-22
2025,10,29-01-21,12-02-23
2026,10,13-05-23,10-06-23
2027,10,22-05-19,
2028,10,30-09-21,14-11-21
2029,10,09-09-19,
2030,10,26-04-19,13-05-19
2031,10,19-02-22,05-04-23
2032,10,16-04-22,25-12-22
2033,10,12-05-22,
2034,10,26-08-21,03-08-23
2035,10,06-06-20,23-11-21
2036,10,26-06-22,
2037,10,09-01-21,14-05-22
2038,10,02-09-18,
2039,10,22-04-22,
2040,10,05-12-21,26-06-23
2041,10,13-09-22,
2042,10,24-11-19,
2043,10,19-03-20,
2044,10,14-09-22,
2045,10,21-09-21,
2046,10,22-05-20,
2047,10,13-12-22,
2048,10,07-02-22,
2049,10,06-10-20,
2050,10,11-01-22,16-12-22
2051,10,26-02-22,
2052,10,10-06-20,13-11-22
2053,10,27-09-21,
2054,10,25-10-18,15-10-21
2055,10,25-11-20,
2056,10,17-04-20,26-02-22
2057,10,15-04-21,
2058,10,17-04-22,03-06-22
2059,10,29-07-23,06-08-23
2060,10,26-01-23,
2061,10,12-12-18,
2062,10,25-10-18,
2063,10,20-05-21,
2064,10,28-08-20,26-12-20
2065,10,10-05-20,
2066,10,04-08-23,04-08-23
2067,10,22-04-22,
2068,10,05-06-21,
2069,10,29-06-22,
2070,10,02-07-22,
2071,10,04-01-23,
2072,10,08-07-23,
2073,10,03-03-23,06-08-23
2074,10,19-08-19,
2075,10,30-10-18,
2076,10,07-12-21,02-01-23
2077,10,18-11-20,13-02-21
2078,10,26-09-18,15-10-19
2079,10,19-06-22,
2080,10,15-09-22,14-02-23
2081,10,09-05-20,
2082,10,17-02-21,
2083,10,12-04-20,
2084,10,30-03-21,
2085,10,05-05-19,11-01-22
2086,10,31-05-21,12-11-21
2087,10,21-11-19,24-06-20
2088,10,19-07-19,
2089,10,29-12-18,04-07-20
2090,10,12-01-23,
2091,10,25-11-22,
2092,10,13-11-19,
2093,10,08-09-20,24-08-22
2094,10,16-06-19,07-09-21
2095,10,14-07-23,16-07-23
2096,10,18-07-23,
2097,10,06-12-18,09-04-19
2098,10,15-07-20,
2099,10,30-10-18,
2100,10,13-09-22,
2101,10,28-12-22,13-05-23
2102,10,24-03-23,
2103,10,02-10-20,
2104,10,14-09-20,
2105,10,19-01-20,
2106,10,14-04-19,20-01-23
2107,10,02-06-23,24-07-23
2108,10,09-05-22,03-01-23
2109,10,23-02-21,
2110,10,04-06-21,
2111,10,29-03-22,30-07-22
2112,10,30-07-19,21-01-20
2113,10,09-07-20,10-12-22
2114,10,24-08-19,
2115,10,15-04-19,10-05-23
2116,10,21-08-21,
2117,10,22-06-20,
2118,10,28-01-20,
2119,10,29-03-19,
2120,10,05-10-18,
2121,10,20-08-20,
2122,10,11-06-21,14-11-22
2123,10,10-09-21,
2124,10,21-02-23,09-07-23
2125,10,09-08-19,
2126,10,08-03-21,07-10-22
2127,10,20-07-19,
2128,10,27-03-23,
2129,10,07-10-19,
2130,10,13-12-22,
2131,10,06-06-20,12-03-22
2132,10,25-04-22,
2133,10,28-07-20,
2134,10,28-02-22,31-05-23
2135,10,25-10-21,18-02-23
2136,10,12-09-18,11-07-20
2137,10,31-12-22,15-01-23
2138,10,04-11-21,10-06-23
2139,10,05-05-20,
2140,10,08-12-20,
2141,10,29-09-18,20-05-23
2142,10,09-01-20,02-11-20
2143,10,01-07-20,31-10-22
2144,10,25-08-22,
2145,10,27-02-19,
2146,10,25-12-19,04-06-23
2147,10,14-08-20,27-10-21
2148,10,30-07-21,
2149,10,02-05-21,27-06-23
2150,10,21-01-23,29-03-23
2151,10,20-01-21,27-06-23
2152,10,07-10-20,
2153,10,15-06-19,
2154,10,28-04-22,
2155,10,29-06-19,19-02-23
2156,10,11-09-18,14-03-20
2157,10,15-05-20,22-12-21
2158,10,23-02-23,
2159,10,23-03-21,22-03-22
2160,10,07-11-22,06-04-23
2161,10,19-05-21,
2162,10,02-01-21,
2163,10,26-03-19,
2164,10,28-09-20,
2165,10,16-03-19,26-04-20
2166,10,20-03-19,
2167,10,30-12-18,10-08-20
2168,10,08-08-18,
2169,10,04-07-20,11-05-22
2170,10,29-01-23,
2171,10,09-08-21,27-05-22
2172,10,16-05-21,30-06-23
2173,10,14-08-21,08-10-21
2174,10,08-02-22,
2175,10,16-12-19,21-06-20
2176,10,07-10-21,
2177,10,23-12-20,
2178,10,01-11-22,
2179,10,28-10-22,27-05-23
2180,10,03-11-18,03-05-23
2181,10,05-03-19,16-03-20
2182,10,14-03-21,
2183,10,13-12-18,
2184,10,05-09-21,31-03-23
2185,10,17-05-20,18-02-22
2186,10,03-03-23,23-03-23
2187,10,28-02-20,
2188,10,11-02-21,28-06-23
2189,10,25-01-19,
2190,10,25-04-23,15-06-23
2191,10,14-02-21,19-04-23
2192,10,07-10-20,18-01-23
2193,10,28-02-19,01-06-23
2194,10,27-07-19,
2195,10,02-06-23,07-07-23
2196,10,14-11-22,04-01-23
2197,10,22-08-18,10-11-21
2198,10,15-12-22,29-12-22
2199,10,31-05-20,
2200,10,19-07-22,
2201,10,01-07-20,
2202,10,18-11-20,
2203,10,29-02-20,20-05-21
2204,10,24-09-21,28-01-22
2205,10,13-04-22,30-07-23
2206,10,25-10-22,
2207,10,27-01-21,
2208,5,21-09-18,
2209,10,14-04-20,
2210,10,31-05-21,31-10-22
2211,5,10-04-20,
2212,10,03-07-22,22-03-23
2213,10,15-03-23,10-05-23
2214,10,29-07-21,12-08-22
2215,10,05-02-22,13-01-23
2216,10,09-11-22,
2217,5,23-11-20,14-12-20
2218,10,21-02-19,21-10-22
2219,10,25-09-22,06-05-23
2220,10,17-09-22,
2221,10,31-05-19,
2222,10,21-07-20,18-08-21
2223,10,04-07-20,
2224,5,13-10-20,
2225,10,01-05-23,
2226,10,22-03-19,17-06-21
2227,10,27-12-21,
2228,10,12-08-18,13-06-22
2229,10,28-12-22,
2230,5,25-11-18,
2231,5,26-12-20,
2232,10,16-12-22,
2233,10,27-09-19,
2234,10,20-02-21,09-01-22
2235,10,26-02-22,
2236,5,23-12-18,11-10-21
2237,5,10-01-22,04-01-23
2238,5,04-03-21,06-12-21
2239,10,10-03-23,04-04-23
2240,10,05-12-18,
2241,10,24-06-21,
2242,10,10-05-22,16-07-22
2243,5,13-04-23,03-05-23
2244,5,04-08-22,
2245,10,28-02-21,13-07-22
2246,10,14-10-20,10-04-22
2247,10,10-09-18,08-06-23
2248,10,16-12-22,28-05-23
2249,10,28-09-18,26-01-19
2250,5,08-03-22,26-04-22
2251,10,12-01-22,
2252,10,08-12-20,
2253,10,17-11-20,
2254,10,18-01-21,
2255,10,15-09-20,01-10-21
2256,5,11-12-19,
2257,10,29-04-21,10-06-22
2258,10,03-04-21,
2259,10,01-02-22,
2260,10,17-01-20,30-09-21
2261,5,01-06-22,
2262,5,17-03-19,
2263,10,07-01-20,
2264,10,24-02-21,29-12-21
2265,10,30-12-19,
2266,10,12-05-20,17-03-21
2267,5,04-04-23,
2268,5,04-01-21,28-04-22
2269,10,28-04-20,01-12-22
2270,10,16-04-19,31-07-21
2271,10,09-07-22,
2272,5,29-08-22,15-01-23
2273,5,26-01-20,11-12-20
2274,10,18-02-20,
2275,10,25-01-22,
2276,10,10-07-23,
2277,10,14-04-22,
2278,10,10-07-22,
2279,10,27-06-22,
2280,10,04-12-18,07-07-23
2281,10,10-09-19,
2282,10,25-04-19,
2283,10,03-10-18,27-06-19
2284,10,14-06-22,
2285,10,15-02-22,
2286,10,24-09-18,18-01-21
2287,10,09-03-22,08-04-23
2288,10,07-11-18,25-05-20
2289,10,31-08-19,
2290,17,27-11-20,05-07-23
2291,10,07-07-20,
2292,10,11-01-20,
2293,10,15-06-20,05-09-21
2294,10,10-10-20,
2295,10,19-05-22,10-04-23
2296,10,25-08-21,
2297,10,18-12-18,25-09-19
2298,10,05-08-23,
2299,10,13-04-22,17-04-23
2300,10,26-09-20,
2301,10,12-02-21,03-08-22
2302,10,02-01-19,09-10-20
2303,10,26-10-19,22-07-23
2304,10,11-04-21,
2305,10,11-12-19,12-05-21
2306,10,21-10-20,14-05-23
2307,10,08-05-20,
2308,10,24-05-22,13-10-22
2309,10,05-06-19,
2310,10,21-04-22,
2311,10,10-12-19,21-02-23
2312,10,26-11-19,
2313,10,13-09-21,
2314,10,19-08-19,
2315,10,12-06-22,09-07-23
2316,10,21-07-21,
2317,10,13-11-20,
2318,10,20-02-22,
2319,10,28-03-19,14-04-22
2320,10,26-10-22,17-06-23
2321,10,10-05-23,14-05-23
2322,10,01-09-22,
2323,10,21-04-21,17-08-21
2324,10,23-07-21,15-02-23
2325,10,29-12-20,
2326,10,08-08-22,
2327,10,30-07-20,
2328,10,18-03-19,
2329,10,25-07-19,03-09-22
2330,10,16-10-21,
2331,10,06-12-19,29-10-21
2332,10,29-06-19,21-07-20
2333,10,03-04-19,
2334,10,21-07-21,03-09-22
2335,10,27-07-22,
2336,10,06-10-19,
2337,10,16-04-21,
2338,10,10-10-18,02-05-22
2339,10,25-07-22,08-11-22
2340,10,17-03-21,13-05-23
2341,10,13-10-18,
2342,10,09-01-20,
2343,10,18-09-19,
2344,10,26-10-19,10-03-20
2345,10,14-09-20,30-05-23
2346,10,09-04-23,
2347,10,25-10-19,
2348,10,25-06-22,
2349,10,26-01-23,27-02-23
2350,10,19-02-20,
2351,10,24-12-19,21-06-20
2352,10,16-10-20,15-11-20
2353,10,07-09-18,
2354,10,07-01-22,29-06-22
2355,10,25-03-19,23-04-19
2356,10,18-11-21,17-12-22
2357,10,31-12-22,21-07-23
2358,10,14-05-20,29-11-22
2359,10,13-12-20,12-02-23
2360,10,16-11-21,23-11-22
2361,10,01-12-22,06-07-23
2362,10,30-10-20,28-07-22
2363,10,08-02-21,25-09-22
2364,10,05-08-19,
2365,10,29-11-18,09-03-23
2366,10,16-11-18,25-05-21
2367,10,23-08-20,11-06-22
2368,10,22-08-20,09-03-23
2369,10,19-10-21,10-09-22
2370,10,21-02-20,29-11-21
2371,10,21-11-22,
2372,10,05-08-19,06-12-21
2373,10,05-11-20,04-06-22
2374,10,12-06-21,25-02-22
2375,10,13-09-18,
2376,10,09-04-23,03-06-23
2377,10,09-01-21,
2378,10,23-03-20,
2379,10,19-10-19,23-12-20
2380,10,02-07-23,11-07-23
2381,10,29-08-19,
2382,10,17-07-23,28-07-23
2383,10,02-02-20,
2384,10,14-10-21,21-10-22
2385,10,10-04-20,
2386,10,14-12-18,
2387,10,27-06-22,05-01-23
2388,10,07-09-20,
2389,10,03-11-19,22-06-21
2390,10,15-05-20,27-12-21
2391,10,28-04-23,13-05-23
2392,10,05-08-19,
2393,10,05-12-18,15-09-21
2394,10,25-04-22,23-06-23
2395,10,10-12-19,
2396,10,30-06-22,13-07-22
2397,10,19-09-18,29-04-19
2398,10,08-07-19,16-08-22
2399,10,25-05-23,31-07-23
2400,10,03-11-18,
2401,10,09-11-22,10-01-23
2402,10,14-04-22,22-09-22
2403,10,06-08-20,29-07-22
2404,10,26-06-19,27-01-20
2405,10,13-09-20,15-03-22
2406,10,13-11-18,
2407,10,06-10-19,14-04-23
2408,10,15-09-21,
2409,10,06-02-20,
2410,10,21-10-22,
2411,10,11-10-22,
2412,10,30-01-22,22-03-23
2413,10,27-07-22,09-10-22
2414,10,26-05-22,
2415,10,08-02-21,23-08-22
2416,10,06-06-22,
2417,10,27-02-21,30-07-23
2418,10,26-01-22,04-05-23
2419,10,01-04-20,
2420,10,03-06-20,
2421,10,20-11-21,
2422,10,21-12-21,07-04-22
2423,10,10-10-18,
2424,10,26-02-19,24-03-21
2425,10,19-06-22,20-05-23
2426,10,20-07-20,10-07-23
2427,10,17-01-20,20-04-20
2428,10,04-06-21,11-02-22
2429,10,19-04-19,02-07-20
2430,10,17-11-18,20-12-20
2431,10,18-08-22,20-06-23
2432,10,10-02-23,24-04-23
2433,10,22-04-20,03-08-22
2434,10,14-01-23,07-05-23
2435,10,13-03-23,21-03-23
2436,10,30-12-22,16-04-23
2437,10,04-06-20,30-10-22
2438,10,13-03-22,
2439,10,21-08-21,
2440,10,15-05-21,
2441,10,14-07-21,
2442,10,31-01-23,22-06-23
2443,10,27-07-20,
2444,10,16-04-23,
2445,10,30-12-19,
2446,10,06-12-21,11-01-23
2447,10,02-02-20,06-03-22
2448,10,23-10-20,14-03-21
2449,10,29-04-20,10-07-21
2450,10,18-08-22,24-09-22
2451,10,08-09-20,
2452,10,14-10-22,
2453,10,13-05-23,
2454,10,28-02-21,
2455,10,03-03-20,
2456,10,29-11-21,
2457,10,24-08-18,
2458,10,21-10-20,24-03-22
2459,17,15-12-20,24-06-21
2460,10,05-09-18,27-01-23
2461,10,27-09-21,
2462,10,09-01-20,27-01-21
2463,10,06-12-18,
2464,10,11-08-22,
2465,10,13-04-20,26-06-21
2466,10,14-11-21,22-01-23
2467,10,17-03-22,23-06-23
2468,10,06-05-19,
2469,10,27-11-21,22-06-23
2470,10,09-02-21,
2471,10,06-01-22,
2472,10,28-07-23,
2473,10,27-03-21,23-06-22
2474,10,12-03-23,02-06-23
2475,10,05-10-22,17-12-22
2476,10,01-10-21,21-06-23
2477,17,31-01-22,
2478,17,01-06-20,
2479,10,18-04-23,17-05-23
2480,10,25-07-20,
2481,10,12-12-18,
2482,10,01-09-18,20-06-22
2483,10,24-11-19,
2484,10,26-12-21,
2485,10,04-03-20,08-09-21
2486,10,03-05-20,
2487,10,20-07-19,
2488,10,26-05-22,05-10-22
2489,10,24-07-21,
2490,10,27-09-21,
2491,10,07-04-19,
2492,10,20-07-19,
2493,10,03-12-22,29-06-23
2494,10,04-04-20,10-11-22
2495,10,08-03-20,26-02-23
2496,10,28-09-20,27-03-23
2497,10,14-07-21,09-08-22
2498,10,17-10-19,21-03-20
2499,10,08-04-23,09-06-23
2500,10,25-07-19,
2501,10,25-12-22,
2502,10,27-01-19,
2503,10,26-12-21,29-01-22
2504,10,12-01-23,
2505,10,02-07-19,
2506,10,30-06-22,
2507,10,05-01-23,14-01-23
2508,10,18-11-18,
2509,10,21-09-20,16-10-21
2510,10,25-11-19,24-02-23
2511,10,05-02-21,12-02-23
2512,10,16-04-23,25-05-23
2513,10,19-08-21,16-02-22
2514,10,14-01-22,
2515,10,11-09-18,
2516,10,18-02-22,
2517,10,01-12-19,25-01-23
2518,10,28-02-21,31-07-22
2519,10,13-11-21,
2520,10,27-09-20,
2521,10,03-09-22,
2522,10,09-10-20,09-11-21
2523,10,06-11-21,
2524,10,24-06-23,
2525,10,15-09-21,02-07-23
2526,10,14-10-22,
2527,10,22-07-19,
2528,10,20-03-23,06-05-23
2529,10,02-05-22,
2530,10,20-10-22,07-07-23
2531,10,24-07-23,29-07-23
2532,10,18-07-20,
2533,10,05-05-21,
2534,10,15-04-19,23-05-21
2535,10,24-08-20,02-05-23
2536,10,31-12-22,
2537,10,18-09-22,07-06-23
2538,10,14-09-19,
2539,10,19-03-19,
2540,10,18-10-22,10-01-23
2541,10,31-07-22,
2542,10,06-03-23,
2543,10,30-01-19,22-03-21
2544,10,22-05-23,12-07-23
2545,10,22-12-18,
2546,10,08-11-22,
2547,10,03-07-21,
2548,10,14-11-18,08-07-21
2549,10,18-09-21,
2550,10,19-11-20,03-11-21
2551,10,04-05-23,02-07-23
2552,10,21-01-23,
2553,10,19-08-22,18-01-23
2554,10,18-07-22,09-05-23
2555,10,14-08-19,13-05-21
2556,10,10-12-20,30-05-22
2557,10,20-09-19,
2558,10,19-11-21,27-12-21
2559,10,29-04-22,
2560,10,30-06-21,28-07-21
2561,10,15-07-21,
2562,10,12-04-21,06-03-23
2563,10,08-12-20,
2564,10,31-10-19,01-03-20
2565,10,22-01-20,
2566,10,20-09-22,
2567,10,22-12-22,26-07-23
2568,10,12-03-19,
2569,10,07-10-21,31-12-21
2570,10,16-06-19,21-05-23
2571,10,17-03-21,08-09-22
2572,10,07-08-22,26-04-23
2573,20,17-01-20,28-02-23
2574,20,11-06-22,20-02-23
2575,7,03-03-21,30-01-23
2576,11,16-04-20,15-03-21
2577,21,22-09-22,28-01-23
2578,20,30-05-23,
2579,2,14-01-21,
2580,13,29-04-20,20-10-21
2581,1,07-07-21,
2582,15,28-07-20,
2583,14,16-09-20,
2584,11,23-04-23,
2585,18,04-06-21,
2586,12,15-04-20,
2587,10,04-09-19,13-04-20
2588,10,18-08-20,
2589,2,05-12-20,
2590,2,13-01-23,12-02-23
2591,2,17-09-19,
2592,18,15-10-20,
2593,18,01-12-18,23-06-21
2594,18,24-07-23,
2595,18,08-10-19,
2596,7,16-10-21,04-05-22
2597,7,03-04-20,
2598,7,08-01-20,
2599,7,27-03-22,14-06-23
2600,21,18-09-18,
2601,21,29-11-19,21-04-20
2602,10,16-04-19,05-08-22
2603,10,05-03-19,12-10-19
2604,10,20-12-18,29-05-20
2605,2,08-03-21,29-05-23
2606,2,23-10-20,
2607,1,29-03-19,
2608,18,25-10-20,
2609,18,06-12-19,18-07-21
2610,18,23-09-22,25-01-23
2611,18,26-12-19,04-06-22
2612,7,27-08-18,19-12-19
2613,7,12-12-22,07-03-23
2614,7,13-05-21,
2615,21,31-03-21,
2616,21,14-08-19,04-09-22
2617,21,02-08-20,30-12-22
2618,10,04-06-19,
2619,10,17-06-20,08-02-22
2620,10,04-03-21,
2621,2,14-09-18,
2622,2,20-07-20,
2623,2,21-05-20,13-06-21
2624,1,11-06-23,28-07-23
2625,18,27-11-22,19-05-23
2626,18,02-03-20,27-05-22
2627,18,29-01-23,24-05-23
2628,18,07-12-21,
2629,7,19-03-23,11-07-23
2630,7,10-06-22,14-02-23
2631,7,03-03-21,
2632,21,06-03-22,
2633,21,08-08-22,
2634,21,12-03-23,
2635,10,01-05-19,16-02-23
2636,10,13-09-18,04-11-20
2637,10,16-11-22,
2638,2,20-11-21,17-03-23
2639,2,29-09-20,
2640,2,28-08-21,06-09-22
2641,2,28-04-21,22-03-22
2642,1,15-06-22,05-05-23
2643,18,15-04-22,10-10-22
2644,18,19-07-20,10-04-21
2645,18,02-07-20,
2646,7,04-08-19,
2647,7,09-01-19,
2648,7,01-10-22,
2649,14,28-09-20,02-06-23
2650,21,15-11-18,
2651,21,24-11-20,
2652,10,09-07-23,14-07-23
2653,10,20-04-23,08-05-23
2654,10,22-08-19,07-01-20
2655,2,02-08-22,07-04-23
2656,2,31-10-18,23-01-20
2657,2,23-11-21,20-07-22
2658,2,01-07-23,21-07-23
2659,1,18-07-22,
2660,18,09-08-19,
2661,18,06-07-21,
2662,7,02-02-21,
2663,7,06-01-23,25-04-23
2664,7,13-11-21,
2665,14,15-03-20,
2666,21,07-11-18,08-01-22
2667,21,03-10-19,25-08-21
2668,10,12-08-22,16-04-23
2669,10,22-12-18,
2670,10,27-03-21,
2671,10,18-07-22,
2672,2,09-04-20,06-05-23
2673,2,07-01-22,
2674,2,15-07-22,
2675,1,29-11-20,16-07-22
2676,1,20-03-19,23-09-20
2677,18,16-03-19,08-01-22
2678,7,30-05-21,
2679,7,17-11-22,
2680,7,25-12-20,04-10-21
2681,7,16-06-20,13-08-21
2682,14,28-07-20,
2683,21,31-12-21,
2684,10,07-02-22,02-03-23
2685,10,23-11-21,29-03-22
2686,10,15-08-21,
2687,2,21-06-21,
2688,2,13-02-21,
2689,2,28-12-20,
2690,2,12-04-22,02-09-22
2691,1,02-01-19,
2692,18,01-08-20,01-10-22
2693,18,14-10-20,
2694,7,26-05-23,14-07-23
2695,7,26-08-21,25-11-22
2696,7,20-11-22,08-02-23
2697,14,22-02-20,
2698,14,04-04-21,
2699,21,05-08-23,
2700,10,10-01-23,06-08-23
2701,10,19-04-19,
2702,10,02-10-19,
2703,2,14-11-18,
2704,2,27-01-20,19-06-22
2705,2,04-11-18,
2706,12,13-12-18,13-01-19
2707,1,28-11-22,
2708,18,08-06-22,07-08-22
2709,7,03-04-22,
2710,7,28-02-22,
2711,7,19-08-21,
2712,14,19-08-18,
2713,14,15-10-19,
2714,21,23-02-23,20-04-23
2715,21,01-02-23,
2716,10,07-05-23,
2717,10,26-05-20,
2718,2,09-02-22,
2719,2,20-06-22,23-03-23
2720,12,08-01-22,03-09-22
2721,12,01-03-20,
2722,1,05-10-20,
2723,18,12-05-21,01-07-22
2724,7,01-01-23,05-07-23
2725,7,18-11-19,
2726,14,12-05-21,07-11-21
2727,14,14-02-20,21-12-21
2728,21,08-05-20,28-03-23
2729,21,10-12-18,
2730,20,08-12-21,
2731,10,31-01-19,
2732,11,31-08-22,27-04-23
2733,2,01-02-22,
2734,2,02-12-20,
2735,12,16-10-20,
2736,1,27-05-20,
2737,20,20-08-21,09-10-21
2738,18,07-02-19,25-03-19
2739,7,18-02-21,26-11-21
2740,7,02-12-22,
2741,14,29-07-21,05-05-22
2742,13,23-04-22,16-12-22
2743,21,31-07-21,07-04-22
2744,20,12-06-20,
2745,20,25-01-19,
2746,10,24-10-20,08-04-23
2747,10,18-08-18,28-02-19
2748,10,11-07-22,
2749,10,15-11-18,19-11-18
2750,10,04-06-22,
2751,10,27-10-18,10-07-19
2752,10,21-10-22,09-05-23
2753,10,13-01-23,24-05-23
2754,10,05-04-20,
2755,10,26-05-22,
2756,10,05-05-21,
2757,10,01-07-23,04-08-23
2758,10,20-12-18,13-06-23
2759,10,26-08-18,
2760,10,06-12-20,26-08-22
2761,10,13-12-21,11-06-22
2762,10,27-06-21,02-01-22
2763,10,19-10-19,
2764,10,26-11-22,13-01-23
2765,10,19-08-19,
2766,10,22-08-18,14-04-22
2767,10,04-05-22,
2768,10,12-06-22,
2769,10,08-11-18,
2770,10,05-07-21,
2771,10,08-07-20,24-09-21
2772,10,13-03-20,
2773,10,28-12-22,
2774,10,17-03-20,
2775,10,07-01-23,
2776,10,22-12-21,
2777,10,29-04-20,22-11-22
2778,10,02-12-20,
2779,10,08-12-21,20-06-22
2780,10,13-04-22,04-08-23
2781,10,23-12-20,23-07-22
2782,10,31-03-19,
2783,10,11-06-23,30-07-23
2784,10,20-05-21,31-01-23
2785,10,14-11-20,
2786,10,29-12-18,
2787,10,22-04-21,
2788,10,03-06-23,14-07-23
2789,10,26-04-21,06-07-21
2790,10,30-04-19,09-10-19
2791,10,04-07-21,25-06-23
2792,10,24-02-23,
2793,10,02-03-21,
2794,10,27-12-21,
2795,10,10-07-22,11-09-22
2796,10,19-09-22,17-06-23
2797,10,30-05-21,
2798,10,07-04-20,
2799,10,20-04-21,17-09-22
2800,10,02-08-19,
2801,10,11-01-22,
2802,10,15-11-20,
2803,10,08-05-20,
2804,10,10-03-19,
2805,10,19-04-22,
2806,10,30-11-19,
2807,10,06-07-21,07-01-23
2808,10,27-11-18,
2809,10,30-01-23,
2810,10,17-11-22,08-02-23
2811,10,13-08-18,28-05-20
2812,10,02-07-21,09-07-23
2813,10,28-06-22,
2814,10,25-01-19,
2815,10,23-07-23,
2816,10,25-07-22,
2817,10,11-01-23,
2818,10,28-07-23,30-07-23
2819,10,06-05-23,
2820,10,18-09-22,
2821,10,08-09-19,10-09-21
2822,10,30-08-19,
2823,10,22-05-23,
2824,10,02-03-21,
2825,10,13-02-23,
2826,10,11-08-22,01-12-22
2827,10,19-02-20,10-12-22
2828,10,15-10-21,26-03-23
2829,10,16-11-22,
2830,10,30-06-22,03-02-23
2831,10,28-07-21,
2832,10,21-11-21,
2833,10,12-10-20,
2834,10,02-10-18,17-09-20
2835,10,17-07-21,27-02-23
2836,10,13-04-22,
2837,10,20-03-21,18-02-23
2838,10,09-09-21,05-11-21
2839,10,06-12-19,28-03-22
2840,10,26-04-23,19-05-23
2841,10,06-04-19,
2842,10,19-10-20,28-02-23
2843,10,22-11-21,
2844,10,30-12-20,25-07-23
2845,10,03-09-20,
2846,10,14-10-19,19-08-22
2847,10,19-02-21,18-09-21
2848,10,13-03-22,02-09-22
2849,10,02-10-18,
2850,10,06-10-22,16-10-22
2851,10,21-09-20,
2852,10,06-12-21,
2853,10,16-11-22,21-03-23
2854,10,02-08-22,27-07-23
2855,10,19-01-22,
2856,10,09-04-22,
2857,10,19-07-19,08-08-22
2858,10,02-09-21,14-11-22
2859,10,01-02-19,
2860,10,13-04-23,26-05-23
2861,10,06-10-18,
2862,10,24-03-20,24-03-22
2863,10,08-10-21,
2864,10,16-05-22,
2865,10,10-05-22,17-10-22
2866,10,16-11-21,
2867,10,25-02-19,
2868,10,01-07-22,
2869,10,17-12-22,
2870,10,26-07-23,31-07-23
2871,10,11-03-22,02-08-22
2872,10,29-06-20,20-05-21
2873,10,28-03-22,
2874,10,14-02-22,
2875,10,25-12-20,13-09-21
2876,10,27-04-23,
2877,10,11-11-22,07-12-22
2878,10,04-05-21,12-10-21
2879,10,20-12-18,
2880,10,11-06-21,03-12-22
2881,10,07-06-23,
2882,10,21-05-19,05-01-20
2883,10,01-03-19,
2884,10,26-02-22,
2885,10,14-04-22,10-10-22
2886,10,06-08-20,
2887,10,28-01-20,15-02-22
2888,10,17-04-21,18-03-22
2889,10,29-09-19,28-06-23
2890,10,07-10-22,
2891,10,11-08-21,07-11-21
2892,10,10-04-21,01-11-22
2893,10,24-02-22,
2894,10,01-07-22,
2895,10,04-04-23,20-06-23
2896,10,25-10-21,
2897,10,04-03-22,02-07-23
2898,10,20-12-19,
2899,10,11-09-20,31-03-22
2900,10,31-10-21,12-07-23
2901,10,21-10-18,24-04-19
2902,10,07-01-21,
2903,10,09-02-23,07-05-23
2904,10,15-02-20,20-10-20
2905,10,14-10-22,
2906,10,02-10-18,
2907,10,22-06-20,
2908,10,19-03-21,
2909,10,28-03-19,
2910,10,01-05-22,
2911,10,07-08-18,
2912,10,01-05-22,
2913,10,03-12-19,
2914,10,02-01-20,03-08-23
2915,10,30-04-22,02-08-23
2916,10,04-07-20,07-03-21
2917,10,05-02-20,
2918,10,22-12-18,21-07-22
2919,10,21-04-19,
2920,10,03-04-20,
2921,10,22-09-18,10-10-19
2922,10,14-10-22,06-07-23
2923,10,12-02-22,22-09-22
